DATE,AIR_TEMP(°C),ATMO_PRESSURE(hpa),HUMIDITY(%),RAIN_FALL(mm)
2016-01-04,19.960114379084967,1016.2563562091505,74.77988562091502,309.6666666666667
2016-01-05,19.765555555555554,1015.2658333333333,74.23722222222221,309.6666666666667
2016-01-06,20.00947204968944,1015.3795031055902,73.83209109730848,309.6666666666667
2016-01-07,20.719985569985568,1015.873472823473,74.77628667628667,309.6666666666667
2016-01-08,21.441666666666666,1013.4759920634921,86.42916666666667,309.6666666666667
2016-01-09,22.45259971509972,1011.4497150997153,71.89825498575499,309.6666666666667
2016-01-10,21.41414141414141,1014.9338383838384,57.442929292929286,309.6666666666667
2016-01-11,20.690584415584414,1014.4648268398269,58.19805194805195,309.6666666666667
2016-01-12,19.707683982683978,1013.5110389610387,66.1413961038961,309.4848484848485
2016-01-13,19.948008658008657,1012.621341991342,69.81748917748918,309.3333333333333
2016-01-14,20.47346445824706,1013.3952380952381,71.1211525189786,309.3333333333333
2016-01-15,21.799016563146996,1011.3900621118013,71.66040372670807,309.3333333333333
2016-01-16,21.906604554865424,1010.5059834368531,72.7147619047619,309.3333333333333
2016-01-17,21.539047619047622,1011.7494444444443,69.38126984126984,309.3333333333333
2016-01-18,21.387103174603173,1012.0361111111112,65.47876984126985,309.3333333333333
2016-01-19,21.583333333333332,1011.3623015873018,65.88511904761906,309.3333333333333
2016-01-20,20.028547008547008,1012.1029487179488,88.22305555555556,311.10149572649567
2016-01-21,19.295436507936508,1014.7503968253968,79.88115079365079,312.0
2016-01-22,17.640476190476193,1016.527380952381,73.5172619047619,312.0
2016-01-23,16.761457383196515,1017.2018039931085,72.88657139961488,312.0
2016-01-24,16.318253968253966,1016.8628968253969,67.17063492063492,312.0
2016-01-25,17.690506715506714,1014.2731227106227,64.88942307692308,312.0
2016-01-26,19.302380952380954,1014.1168253968253,63.16809523809524,312.0
2016-01-27,20.11076923076923,1012.5354700854701,71.23173076923077,312.4222222222222
2016-01-28,21.414393939393936,1011.936186868687,83.94078282828282,315.3333333333333
2016-01-29,20.881388888888893,1014.1804700854703,79.54202991452992,315.3333333333333
2016-01-30,21.008333333333336,1012.4088293650793,77.85555555555555,315.0833333333333
2016-01-31,22.514583333333338,1011.4973214285715,84.13819444444444,315.0
2016-02-01,25.936111111111114,1012.2342592592591,55.486111111111114,315.0
2016-02-02,23.374074074074077,1013.6384259259261,85.38194444444446,315.0
2016-02-03,23.81678921568627,1012.4822303921567,76.82022058823529,150.5
2016-02-04,23.00546190808339,991.9401321398124,55.98647213826242,236.25
2016-02-05,21.818419293554744,991.156379585327,60.00642414860681,236.25
2016-02-06,20.907777777777778,1012.1438888888889,77.24027777777779,315.0
2016-02-07,23.017234848484847,990.6916666666667,68.25473484848484,236.25
2016-02-08,23.378342245989305,990.5843750000001,75.31661653297684,236.25
2016-02-09,26.162646198830412,982.3152046783625,67.75328947368422,101.375
2016-02-10,21.91264665286404,1010.6496463077984,87.16141304347826,316.1304347826087
2016-02-11,24.5125,1009.3937500000002,84.90208333333334,151.5
2016-02-12,25.336141304347827,1009.211865942029,80.80534420289857,151.35416666666666
2016-02-13,25.21333333333333,1011.2175,69.6875,151.0
2016-02-14,26.762037037037036,1011.5749999999998,77.61527777777779,315.1111111111111
2016-02-15,25.503333333333334,1013.6037499999998,82.4975,150.5
2016-02-16,28.625,1013.6472222222222,68.21249999999999,315.0
2016-02-17,28.8725,1013.0444444444444,65.09277777777778,315.0
2016-02-18,28.95416666666667,1011.4986111111111,62.34027777777777,315.0
2016-02-19,29.590277777777775,1010.5500000000001,61.270833333333336,315.0
2016-02-20,30.055555555555557,1009.2472222222223,56.27083333333332,315.0
2016-02-21,29.62373188405797,1008.3038647342993,62.56570048309178,315.0
2016-02-22,27.449999999999996,1010.7916666666667,58.914583333333326,150.5
2016-02-23,26.46041666666667,1010.9604166666667,71.41458333333333,150.5
2016-02-24,23.433333333333334,1011.0277777777778,89.40972222222221,336.9166666666667
2016-02-25,22.773611111111112,1013.6986111111113,89.7375,393.02777777777777
2016-02-26,23.318055555555556,1015.6625,86.99722222222222,403.34722222222223
2016-02-27,24.259325396825393,1014.8559523809523,80.00634920634921,404.0
2016-02-28,25.26839199447895,1015.4206953071083,84.05586611456175,397.2173913043478
2016-02-29,26.620833333333337,1015.0645833333333,75.91041666666666,177.0
2016-03-01,26.81458333333334,1012.8666666666667,75.10833333333333,177.0
2016-03-02,26.285416666666663,1012.9979166666667,74.85625000000002,177.35416666666666
2016-03-03,26.83143115942029,1012.3563405797101,78.14628623188406,171.41304347826087
2016-03-04,27.881249999999994,1010.31875,72.69375,167.5
2016-03-05,28.21666666666667,1009.3291666666669,75.29791666666667,167.5
2016-03-06,28.05625,1009.8708333333332,70.16458333333334,167.5
2016-03-07,27.820833333333333,1009.3270833333335,63.49166666666666,167.5
2016-03-08,28.13125000000001,1008.4708333333333,59.30000000000001,167.5
2016-03-09,28.652083333333334,1007.9395833333333,67.175,167.5
2016-03-10,28.63125,1009.4354166666668,72.16458333333334,167.5
2016-03-11,29.044746376811595,1009.4648550724636,73.1490036231884,164.67391304347825
2016-03-12,29.381521739130427,1008.094927536232,72.23768115942029,160.7608695652174
2016-03-13,28.395833333333336,1010.6916666666664,61.470833333333346,159.54166666666666
2016-03-14,26.02916666666667,1010.9499999999999,66.87361111111112,379.0
2016-03-15,28.025,1009.5791666666667,60.1,159.0
2016-03-16,27.6,1008.7874999999999,68.01666666666667,160.58333333333334
2016-03-17,28.24791666666667,1010.1770833333335,53.381249999999994,160.25
2016-03-18,28.14791666666666,1008.2916666666667,72.11458333333334,159.5
2016-03-19,27.066666666666666,1006.9916666666666,83.91875,159.64583333333334
2016-03-20,28.675,1006.1958333333334,75.93541666666667,143.64583333333334
2016-03-21,30.379710144927536,1005.0869565217392,72.65751811594204,81.32608695652173
2016-03-22,31.256944444444446,1004.8722222222221,49.77638888888888,326.6666666666667
2016-03-23,31.156944444444445,1006.9958333333333,45.96388888888888,326.6666666666667
2016-03-24,30.872222222222224,1010.1708333333335,57.26111111111112,326.6666666666667
2016-03-25,29.000090579710147,1011.2076992753623,71.36295289855073,80.3695652173913
2016-03-26,28.900000000000006,1009.7083333333333,74.04583333333333,80.0
2016-03-27,28.539583333333333,1009.4979166666666,77.97083333333335,79.75
2016-03-28,29.06603260869565,1009.3863224637682,67.17871376811594,79.5
2016-03-29,28.952083333333327,1009.3916666666667,77.34375,79.5
2016-03-30,29.24791666666666,1010.1125,75.24166666666667,79.5
2016-03-31,29.039583333333333,1007.7729166666669,77.27291666666667,79.5
2016-04-01,24.618055555555557,1007.323611111111,83.19305555555555,328.0
2016-04-02,28.93333333333333,1007.2583333333334,77.72708333333333,79.5
2016-04-03,29.258333333333333,1007.4854166666664,77.95208333333335,79.5
2016-04-04,30.260416666666664,1005.1383152173912,76.13976449275363,79.5
2016-04-05,30.035817805383026,1003.6350931677018,78.89730848861285,55.45652173913044
2016-04-06,31.717391304347824,1004.106974637681,70.74384057971017,40.0
2016-04-07,31.797916666666666,1005.0187500000002,70.24166666666667,40.0
2016-04-08,28.932103934077617,958.0319045720361,57.87792397660818,27.09090909090909
2016-04-09,28.70935990338164,958.9916666666664,63.51183574879227,27.333333333333332
2016-04-10,30.396874999999998,970.2041666666667,63.89791666666666,226.75
2016-04-11,30.95,968.0031250000001,63.08541666666666,226.75
2016-04-12,31.790625,966.8125,48.1,226.75
2016-04-13,28.90833333333333,954.9222222222223,55.00833333333333,27.333333333333332
2016-04-14,28.073611111111116,956.7666666666664,66.91805555555555,27.333333333333332
2016-04-15,27.866787439613528,958.0976449275363,69.3006038647343,22.246376811594203
2016-04-16,26.895048309178748,956.9919082125604,73.01437198067633,14.333333333333334
2016-04-17,26.656944444444445,957.4902777777778,72.7611111111111,14.333333333333334
2016-04-18,27.24353864734299,958.1757246376811,68.56986714975845,14.333333333333334
2016-04-19,27.572727272727274,957.908712121212,69.23787878787878,14.333333333333334
2016-04-20,27.184661835748788,958.0941425120773,68.63894927536232,14.333333333333334
2016-04-21,27.234722222222228,955.4569444444446,71.96805555555557,14.333333333333334
2016-04-22,27.41111111111111,954.3694444444444,72.98750000000001,14.333333333333334
2016-04-23,27.880555555555556,952.0388888888889,72.7388888888889,14.333333333333334
2016-04-24,29.62626811594203,953.3067632850242,56.59245169082124,14.333333333333334
2016-04-25,28.65833333333333,956.9097222222223,60.4375,14.333333333333334
2016-04-26,28.083333333333332,959.6416666666668,67.65416666666665,14.333333333333334
2016-04-27,27.870833333333337,958.1736111111113,71.95277777777778,14.333333333333334
2016-04-28,27.892149758454106,957.2536835748793,74.3578502415459,14.333333333333334
2016-04-29,28.725000000000005,957.8916666666668,71.12777777777778,14.333333333333334
2016-04-30,28.215277777777782,957.4777777777776,65.39861111111111,14.555555555555555
2016-05-01,28.44305555555555,956.4944444444445,62.025,15.666666666666666
2016-05-02,27.383333333333336,958.0847222222222,70.84027777777779,15.666666666666666
2016-05-03,27.245652173913044,959.0418478260871,70.34933574879227,12.768115942028986
2016-05-04,25.00625,971.359375,67.36354166666666,216.51041666666666
2016-05-05,26.424999999999997,960.3277777777777,65.33194444444445,10.180555555555555
2016-05-06,26.974999999999998,959.7166666666668,66.87916666666666,14.694444444444443
2016-05-07,26.68472222222222,959.713888888889,70.48194444444444,15.0
2016-05-08,25.875000000000004,961.3180555555555,70.27777777777779,15.333333333333334
2016-05-09,27.541666666666668,961.1347222222224,70.85972222222223,15.833333333333334
2016-05-10,28.161944444444444,960.9099999999999,68.94194444444445,18.555555555555554
2016-05-11,28.443055555555556,959.4007246376813,66.28949275362318,24.666666666666668
2016-05-12,28.21726190476191,956.7345238095239,66.60178571428573,29.26388888888889
2016-05-13,27.022185990338162,956.968574879227,68.87251207729469,39.44770531400965
2016-05-14,25.81275252525253,958.7688131313131,62.74532828282827,49.583333333333336
2016-05-15,27.302524154589378,958.4922584541063,61.73589371980677,51.1141304347826
2016-05-16,27.459613997114,956.4874458874459,64.17463924963924,51.1060606060606
2016-05-17,27.287500000000005,956.0388888888889,70.50416666666666,51.361111111111114
2016-05-18,27.274792960662534,956.655745341615,70.90935127674258,52.0
2016-05-19,25.145410628019324,957.0526570048308,73.63659420289855,52.0
2016-05-20,23.73522727272727,954.5916666666668,80.60164141414141,54.40277777777778
2016-05-21,25.66577380952381,962.3151785714285,76.5264880952381,294.9092261904762
2016-05-22,25.431599378881987,952.512508626639,68.80419254658385,73.88095238095238
2016-05-23,26.70903601229688,953.9110013175231,75.44229249011858,73.66666666666667
2016-05-24,26.8625,953.7805555555557,66.21666666666665,80.66666666666667
2016-05-25,26.28888888888889,952.1958333333336,75.16111111111111,86.0138888888889
2016-05-26,26.78858695652174,953.9138285024155,71.88870772946859,90.96678743961353
2016-05-27,27.04444444444444,955.2166666666667,76.90277777777779,91.33333333333333
2016-05-28,27.602777777777785,955.1888888888889,72.51944444444445,87.65277777777777
2016-05-29,27.57638888888889,955.5152777777777,63.5875,90.25
2016-05-30,26.990217391304352,955.8844806763285,70.50923913043478,97.66666666666667
2016-05-31,27.17240338164251,956.7708937198066,70.16751207729469,111.90519323671498
2016-06-01,25.629166666666663,957.9138888888888,74.76666666666667,133.19444444444443
2016-06-02,27.26666666666667,957.2791666666668,72.25277777777778,134.48611111111111
2016-06-03,27.418478260869563,957.6660628019325,73.71624396135267,134.25120772946858
2016-06-04,26.92550505050505,958.6775252525252,74.18585858585858,146.04166666666666
2016-06-05,26.741666666666664,958.9555555555554,78.34027777777777,148.11111111111111
2016-06-06,26.27361111111111,958.2958333333332,77.47916666666667,151.0277777777778
2016-06-07,26.187499999999996,957.8083333333334,75.46249999999999,154.04166666666666
2016-06-08,26.49027777777778,955.6069444444444,74.85972222222222,159.01388888888889
2016-06-09,26.22083333333333,953.3902777777779,73.71249999999999,161.55555555555557
2016-06-10,28.040277777777778,952.9097222222223,66.20138888888889,163.26388888888889
2016-06-11,28.783333333333335,952.4097222222222,50.901388888888896,164.44444444444443
2016-06-12,27.106944444444448,953.0749999999999,48.75138888888889,169.18055555555557
2016-06-13,24.079166666666666,953.8902777777779,44.519444444444446,201.6111111111111
2016-06-14,25.270169082125605,952.6094202898552,41.19251207729468,210.24154589371983
2016-06-15,26.778804347826085,952.0481280193235,39.56020531400967,216.08333333333334
2016-06-16,27.19561403508772,953.2127923976606,49.194517543859654,225.36842105263156
2016-06-17,26.716666666666665,954.125,50.64861111111111,225.625
2016-06-18,26.340277777777775,956.1809523809525,48.29880952380952,229.43253968253967
2016-06-19,26.970048309178747,957.7510869565216,44.85942028985507,248.75
2016-06-20,13.299337905452038,949.2507828674948,41.198576604554866,190.85416666666666
2016-06-21,13.310416666666669,948.9000000000001,36.8704044117647,206.34375
2016-06-22,13.341899585921322,949.0784420289854,36.68350155279503,210.73958333333334
2016-06-23,13.594202898550723,948.1179800724638,38.85914855072464,211.23958333333334
2016-06-24,27.62826086956522,955.336352657005,42.68490338164252,311.5223429951691
2016-06-25,10.913813405797104,948.6152173913044,33.84705615942029,241.39583333333334
2016-06-26,10.630208333333332,948.3093749999999,36.53333333333334,241.85416666666666
2016-06-27,10.217934782608696,947.1368206521739,36.11838768115942,246.08786231884056
2016-06-28,12.131912878787876,947.7880681818182,34.75558712121212,246.76041666666666
2016-06-29,27.658635265700482,956.1698671497585,48.33617149758454,47.583333333333336
2016-06-30,10.556023550724637,946.7508605072464,37.57119565217391,11.989583333333334
2016-07-01,9.647064393939388,945.2031249999998,38.47812499999999,21.895833333333332
2016-07-02,9.774583333333332,944.7733333333333,40.91562499999999,24.96875
2016-07-03,9.001041666666666,944.7995192307692,40.099439102564105,40.322916666666664
2016-07-04,10.562307692307693,945.1268749999999,32.746298076923075,69.08333333333333
2016-07-05,9.064791666666666,944.6420833333332,30.88499999999999,82.82291666666667
2016-07-06,15.325833333333332,955.1375,42.47333333333333,153.29166666666666
2016-07-07,14.227534188034188,955.5810555555556,46.89220512820513,164.05
2016-07-08,113.24010416666664,944.51875,39.424479166666664,128.5
2016-07-09,9.85449414715719,944.0529926142699,35.86853748606465,135.16666666666666
2016-07-10,9.859857456140354,943.9841666666666,36.40861842105264,149.21875
2016-07-11,10.041938405797104,944.64375,38.841757246376815,150.78125
2016-07-12,9.59211309523809,946.4806547619047,39.24211309523809,152.91666666666666
2016-07-13,10.204583333333334,946.3822916666667,34.30166666666668,156.20833333333334
2016-07-14,10.121041666666667,945.7970833333333,33.050000000000004,160.83333333333334
2016-07-15,9.179166666666667,946.2406250000001,36.5875,165.21875
2016-07-16,9.521275575447573,948.263962595908,33.39124040920716,183.97916666666666
2016-07-17,9.885637626262634,949.7758522727274,43.44368686868687,320.06136363636364
2016-07-18,10.030729166666669,948.446875,54.01770833333333,209.76041666666666
2016-07-19,10.119429347826083,947.1416666666667,44.528125,219.0
2016-07-20,10.509918478260868,947.4509252070393,47.73685300207039,249.58333333333334
2016-07-21,9.920535714285716,948.1970238095238,40.34300595238095,46.26041666666666
2016-07-22,8.783482142857142,948.6918154761904,36.27410714285714,51.27083333333333
2016-07-23,9.066319444444444,949.3737373737374,47.108049242424244,72.08333333333333
2016-07-24,2.8166666666666678,931.4749999999999,47.49583333333334,116.7361111111111
2016-07-25,2.6152777777777785,932.0749999999999,47.47500000000002,148.80555555555557
2016-07-26,2.098611111111108,933.098611111111,41.781944444444456,197.79166666666666
2016-07-27,2.8291666666666706,932.7847222222222,45.82638888888891,209.69444444444446
2016-07-28,3.7305555555555556,931.3083333333334,39.2875,211.05555555555554
2016-07-29,3.7527777777777778,930.4499999999998,20.979166666666668,212.98611111111111
2016-07-30,3.599999999999999,930.3638888888889,22.215277777777782,223.81944444444446
2016-07-31,3.872222222222218,929.7194444444443,25.808333333333334,224.33333333333334
2016-08-01,3.857850241545895,928.2253623188404,35.81304347826087,224.75
2016-08-02,3.7291666666666607,926.9944444444445,53.906944444444456,226.0
2016-08-03,3.9972222222222187,927.4027777777778,41.80138888888888,226.0
2016-08-04,3.805555555555555,927.686111111111,35.11666666666667,229.2777777777778
2016-08-05,3.3930555555555464,928.4972222222221,54.754166666666684,234.0
2016-08-06,2.5805555555555593,929.2208333333333,53.06944444444445,238.2777777777778
2016-08-07,2.611111111111113,929.742270531401,34.79673913043478,241.33333333333334
2016-08-08,2.8847222222222215,929.2847222222222,46.68611111111111,242.01388888888889
2016-08-09,2.708333333333337,927.2666666666665,52.11111111111112,245.0277777777778
2016-08-10,2.6513888888888935,927.8069444444444,53.11250000000001,250.86111111111111
2016-08-11,3.2847222222222308,929.2722222222222,51.77777777777779,267.5416666666667
2016-08-12,3.6027777777777765,929.6972222222222,55.27361111111113,281.59722222222223
2016-08-13,4.119444444444446,929.1597222222223,37.233333333333334,284.05555555555554
2016-08-14,3.8958333333333335,928.4402777777777,31.251388888888886,289.94444444444446
2016-08-15,3.734722222222228,927.0527777777779,38.7625,296.7916666666667
2016-08-16,10.307670454545462,942.5144886363636,53.594507575757575,226.6875
2016-08-17,9.186111111111117,941.3527777777778,62.47847222222222,228.65625
2016-08-18,10.248263888888893,945.645486111111,59.069097222222226,230.83333333333334
2016-08-19,9.973579545454548,947.1589962121212,51.30388257575758,234.45833333333334
2016-08-20,10.812938596491236,946.984375,52.82549342105263,235.75
2016-08-21,9.453472222222228,946.6895833333333,62.38923611111111,237.64583333333334
2016-08-22,8.008786231884063,949.2326539855073,59.838451086956525,248.32291666666666
2016-08-23,9.761904761904765,949.2373511904761,56.65401785714285,248.5
2016-08-24,10.529166666666674,948.4520833333333,58.77916666666667,248.5
2016-08-25,10.960833333333333,948.8431249999999,58.42937499999999,248.5
2016-08-26,27.85944444444445,958.2186111111113,75.41111111111111,338.31944444444446
2016-08-27,11.067708333333332,950.7416666666668,56.177083333333336,255.25
2016-08-28,10.78854166666667,950.7635416666667,54.96875,255.25
2016-08-29,10.747056159420298,948.9411231884058,50.22595108695652,255.25
2016-08-30,10.626339285714288,948.4552083333332,56.164583333333326,245.51041666666666
2016-08-31,9.5922619047619,948.9915178571429,57.68467261904762,15.583333333333334
2016-09-01,9.848263888888898,948.0104166666666,58.78611111111111,22.333333333333332
2016-09-02,10.369791666666673,946.5410416666667,54.825625,22.979166666666668
2016-09-03,9.229166666666671,946.5958333333333,52.25729166666666,29.61458333333333
2016-09-04,9.975148809523814,947.0308035714286,54.60208333333333,31.21875
2016-09-05,9.562660256410258,946.3742788461537,52.445032051282055,39.864583333333336
2016-09-06,8.78168859649123,947.0767543859648,58.082675438596496,41.958333333333336
2016-09-07,9.21979166666667,947.6166666666667,57.99479166666667,50.82291666666666
2016-09-08,9.634601449275365,948.816847826087,53.78460144927536,58.47916666666666
2016-09-09,9.767572463768122,949.7440217391304,56.41548913043478,66.55208333333333
2016-09-10,10.09270833333334,949.6864583333333,53.99791666666667,72.13541666666667
2016-09-11,9.658630952380957,949.370238095238,52.937202380952385,81.89583333333333
2016-09-12,9.385937500000004,950.0317708333332,59.49947916666666,87.80208333333333
2016-09-13,9.702631578947365,950.8433114035087,60.462938596491234,88.0
2016-09-14,9.786249999999997,950.8860416666666,59.33291666666666,88.0
2016-09-15,10.082386363636363,950.2344696969698,56.217897727272735,95.57291666666667
2016-09-16,10.276325757575759,949.7093749999999,55.23200757575758,106.57291666666667
2016-09-17,9.378869047619045,949.6717261904762,58.72217261904762,118.27083333333333
2016-09-18,9.933514492753629,950.3270380434783,58.81979166666666,123.89583333333333
2016-09-19,10.526458333333338,949.368125,54.49375,124.44791666666667
2016-09-20,10.4219696969697,949.5233901515153,52.407007575757575,131.73958333333331
2016-09-21,9.572120098039214,951.6919117647058,55.2359068627451,136.39583333333334
2016-09-22,9.443037280701756,951.5253837719299,59.265515350877195,138.57291666666666
2016-09-23,9.08285984848485,949.7931818181817,60.11467803030304,139.78125
2016-09-24,9.032855731225299,949.1128170289855,60.220372200263505,140.11458333333334
2016-09-25,8.876934523809524,949.7098484848485,56.8219696969697,147.40625
2016-09-26,9.144444444444442,950.5218749999999,59.57465277777777,153.77083333333334
2016-09-27,9.916666666666664,950.6343750000001,57.67708333333333,154.5
2016-09-28,9.02500000000001,950.15625,57.020833333333336,156.3125
2016-09-29,9.524810606060608,949.6833333333334,53.80994318181818,159.0625
2016-09-30,9.787648809523814,949.7627976190475,52.54464285714286,160.83333333333331
2016-10-01,9.753030303030306,951.2842803030304,53.77301136363636,161.25
2016-10-02,10.06770833333334,952.2770833333334,51.82395833333333,161.25
2016-10-03,10.651041666666671,951.1208333333334,49.03333333333333,162.27083333333334
2016-10-04,10.694128787878794,949.9695075757577,54.98929924242424,164.0
2016-10-05,9.839583333333337,949.5510416666667,59.047916666666666,164.46875
2016-10-06,9.82083333333334,950.0260416666666,57.561458333333334,167.19791666666666
2016-10-07,9.246875000000003,950.4937500000001,60.42604166666666,168.28125
2016-10-08,9.02083333333334,950.8670289855072,59.47821557971014,177.01041666666666
2016-10-09,8.832110507246384,949.833152173913,60.998324275362314,178.27083333333334
2016-10-10,8.753306159420298,948.8843750000001,60.959374999999994,182.57291666666666
2016-10-11,8.376799242424248,948.4517992424242,56.39242424242424,194.60416666666666
2016-10-12,8.825000000000005,949.246875,46.901041666666664,63.38541666666666
2016-10-13,9.0,951.1520833333334,38.699999999999996,53.07291666666666
2016-10-14,8.86666666666667,952.0479166666667,46.47604166666666,62.5
2016-10-15,17.389583333333334,952.38125,51.98125,62.5
2016-10-16,25.739583333333332,952.7260416666668,55.39999999999999,62.5
2016-10-17,26.085416666666667,951.7687500000002,57.80520833333334,62.5
2016-10-18,26.39886775362319,953.7168478260869,61.264266304347814,62.5
2016-10-19,26.215217391304346,955.1140851449275,61.21557971014492,62.5
2016-10-20,25.771874999999998,954.3854166666667,58.971875,62.71875
2016-10-21,25.29479166666667,955.1916666666667,57.990624999999994,63.25
2016-10-22,25.178333333333335,956.2341666666666,60.86249999999999,63.25
2016-10-23,24.912499999999994,959.6111111111112,66.73333333333333,83.33333333333333
2016-10-24,27.937228260869567,1004.2435688405797,67.1705615942029,8.0
2016-10-25,28.01458333333333,1004.4833333333333,69.11458333333331,8.0
2016-10-26,27.533333333333335,1007.3895833333333,77.54791666666665,8.0
2016-10-27,2519.280208333333,988.325,68.61770833333334,2647.975
2016-10-28,26.09583333333333,987.8263888888888,80.77638888888889,6.333333333333333
2016-10-29,26.86195652173913,987.7537439613525,78.02777777777777,6.333333333333333
2016-10-30,27.191666666666674,988.7347222222223,78.04027777777777,6.333333333333333
2016-10-31,27.594999999999995,986.1441666666666,74.83694444444444,6.333333333333333
2016-11-01,27.758333333333336,982.2430555555557,70.07222222222222,6.333333333333333
2016-11-02,27.694444444444443,982.1430555555556,67.83333333333333,6.333333333333333
2016-11-03,26.973067632850245,982.3290458937199,70.8992149758454,6.333333333333333
